2.1,46
2.13,45
2.15,46
2.18,46
2.2,45
2.23,46
2.25,46
2.28,46
2.3,45
2.33,46
2.35,47
2.38,46
2.4,46
2.43,47
2.46,47
2.48,48
2.51,49
2.53,47
2.56,47
2.58,47
2.61,45
2.63,46
2.66,45
0.02,48
0.07,47
0.1,47
0.13,48
0.15,47
0.18,47
0.2,47
0.23,47
0.25,47
0.28,47
0.3,48
0.02,47
0.07,46
0.1,47
0.13,47
0.02,46
0.07,46
0.02,47
0.07,47
0.1,47
0.13,47
0.15,46
0.18,47
0.2,47
0.23,50
0.02,46
0.07,45
0.1,47
0.13,47
0.15,46
0.18,46
0.3,45
0.38,48
0.47,46
0.02,46
0.18,47
0.27,46
0.35,45
0.02,45
0.07,48
0.1,45
0.13,48
0.15,48
0.18,45
0.2,49
0.23,45
0.25,45
0.28,48
0.3,45
0.33,48
0.35,48
0.38,45
0.4,48
0.43,45
0.45,45
0.48,48
0.51,45
0.53,48
0.56,49
0.58,45
0.61,49
0.63,46
0.66,45
0.68,50
0.71,46
0.73,49
0.76,50
0.78,46
0.81,50
0.83,47
0.86,50
0.89,48
0.91,48
1.03,47
0.02,38
0.07,43
0.1,38
0.13,42
0.15,43
0.18,39
0.2,43
0.23,43
0.25,38
0.28,43
0.3,39
0.33,38
0.35,43
0.38,38
0.4,43
0.43,42
0.45,38
0.48,43
0.51,38
0.53,37
0.56,42
0.58,38
0.61,42
0.63,40
0.66,37
0.68,39
0.71,40
0.73,40
0.85,37
0.94,39
1.02,39
1.11,40
1.19,39
1.28,40
1.36,40
1.44,42
1.53,44
1.61,38
1.7,37
0.02,39
0.07,41
0.1,42
0.13,40
0.26,40
0.35,40
0.02,44
0.07,45
0.1,48
0.13,45
0.15,45
0.18,48
0.2,44
0.23,48
0.25,47
0.28,45
0.3,47
0.33,43
0.35,44
0.38,47
0.4,44
0.43,47
0.45,47
0.48,44
0.51,46
0.53,43
0.56,44
0.58,48
0.61,44
0.63,48
0.66,49
0.68,44
0.71,48
0.73,46
0.76,43
0.78,47
0.81,44
0.83,47
0.86,47
0.89,44
0.91,47
0.94,45
0.96,45
0.99,48
1.01,45
1.04,47
1.06,49
1.09,44
1.11,48
1.14,44
1.16,44
1.19,47
1.21,45
1.24,48
1.26,49
1.29,46
1.32,49
1.34,45
1.37,44
1.39,48
1.42,44
1.44,47
1.47,47
1.49,43
1.52,48
1.54,46
1.57,45
1.59,49
1.62,45
1.64,48
1.67,47
1.7,44
1.72,47
1.75,44
1.77,45
1.8,49
1.82,45
1.85,49
1.87,48
1.9,45
1.92,47
1.95,44
1.97,44
2.0,49
2.02,45
2.05,48
2.08,48
2.1,43
2.13,47
2.15,44
2.18,45
2.2,49
2.23,45
2.25,49
2.28,49
2.3,45
2.33,47
2.35,44
2.38,45
2.4,48
2.43,46
2.46,49
2.48,48
2.51,45
2.53,47
2.56,44
2.58,44
2.61,48
2.63,45
2.66,49
2.68,49
2.71,45
2.73,48
0.02,46
0.07,46
0.1,50
0.13,47
0.15,50
0.18,50
0.2,46
0.23,49
0.25,46
0.28,46
0.3,50
0.33,47
0.35,50
0.38,50
0.4,46
0.43,49
0.45,45
0.48,46
0.51,50
0.53,46
0.56,51
0.58,50
0.61,47
0.63,49
0.66,45
0.68,45
0.71,50
0.73,47
0.76,50
0.78,50
0.81,47
0.83,49
0.86,45
0.89,46
0.91,48
0.94,47
0.96,50
0.99,50
1.01,47
1.04,50
1.06,46
1.09,45
1.11,49
1.14,46
1.16,49
1.19,48
1.21,46
1.24,50
1.27,47
1.29,48
1.32,50
1.34,47
1.37,51
1.39,50
1.42,46
1.44,50
1.47,46
1.49,46
1.52,49
1.54,45
1.57,49
1.59,50
1.62,47
1.64,50
1.67,47
1.7,47
1.72,49
1.75,46
1.77,49
1.8,49
1.82,45
1.85,49
1.87,46
1.9,47
1.92,50
1.95,47
1.97,47
2.0,50
2.02,45
2.05,49
2.08,46
2.1,46
2.13,50
2.15,46
2.18,50
2.2,50
2.23,47
2.25,50
2.28,46
2.3,47
2.33,50
2.35,46
2.38,46
2.4,49
2.43,46
2.46,49
2.48,49
2.51,45
2.53,49
2.56,46
2.58,46
2.61,50
2.63,47
2.66,50
2.68,50
2.71,48
2.73,50
2.76,47
2.78,47
2.81,49
2.84,45
2.86,49
2.89,49
2.91,46
2.94,50
2.96,47
2.99,47
3.01,51
3.04,47
3.06,50
3.09,50
3.11,48
3.14,49
3.16,46
3.19,45
3.21,49
3.24,46
3.27,49
3.29,49
3.32,47
3.34,50
3.37,47
3.39,47
3.42,50
3.44,47
3.47,50
3.49,50
3.52,46
3.54,49
3.57,46
3.59,46
3.62,49
3.65,47
3.67,50
3.7,50
3.72,47
3.75,51
3.77,46
3.8,46
3.82,49
3.85,46
3.87,50
3.9,50
3.92,47
3.95,50
3.97,46
4.0,46
4.03,49
4.05,46
4.08,50
4.1,50
4.13,47
4.15,50
4.18,47
4.2,46
4.23,49
4.25,45
4.28,49
4.3,49
4.33,45
4.35,50
4.38,47
4.41,47
4.43,50
4.46,47
4.48,50
4.51,50
4.53,46
4.56,49
4.58,46
4.61,47
4.63,51
4.66,47
4.68,50
4.71,50
4.73,45
4.76,49
4.79,46
4.81,48
4.84,50
4.86,47
4.89,50
4.91,49
4.94,45
4.96,49
4.99,47
5.01,46
5.04,50
5.06,47
5.09,50
5.11,48
5.14,45
5.17,49
5.19,46
5.22,46
5.24,50
5.27,47
5.29,50
5.32,51
5.34,47
5.37,49
5.39,46
5.42,46
5.44,49
5.47,46
5.49,48
5.52,50
5.55,47
5.57,50
5.6,47
5.62,48
5.65,50
5.67,47
5.7,50
5.72,49
5.75,46
5.77,49
5.8,45
5.82,46
5.85,50
5.87,47
5.9,50
5.93,50
5.95,46
5.98,49
6.0,47
6.03,45
6.05,48
6.08,45
6.1,45
6.13,49
6.15,47
6.18,50
6.2,47
6.23,48
6.25,51
6.28,47
6.31,47
6.33,50
6.36,47
6.38,50
6.41,49
6.43,47
6.46,49
6.48,46
6.51,45
6.53,49
6.56,46
6.58,50
6.61,50
6.63,47
6.66,51
6.69,47
6.71,47
6.74,50
6.76,46
6.79,49
6.81,49
6.84,46
6.86,49
6.89,46
6.91,47
6.94,50
6.96,47
6.99,50
7.01,50
7.04,47
7.06,50
7.09,47
7.12,47
7.14,50
7.17,47
7.19,51
7.22,50
7.24,47
7.27,50
7.29,48
7.32,47
7.34,50
7.37,47
7.39,50
7.42,50
7.44,46
7.47,50
7.5,46
7.52,46
7.55,49
7.57,45
7.6,49
7.62,49
7.65,46
7.67,50
7.7,47
7.72,47
7.75,51
7.77,47
7.8,50
7.82,49
7.85,46
7.88,49
7.9,47
7.93,47
7.95,49
7.98,47
8.0,51
8.03,50
8.05,47
8.08,49
8.1,46
8.13,45
8.15,49
8.18,45
8.2,49
8.23,50
8.26,47
8.28,50
8.31,47
8.33,47
8.36,50
8.38,46
8.41,49
8.43,49
8.46,46
8.48,49
8.51,46
8.53,47
8.56,50
8.58,48
8.61,50
8.64,50
8.66,46
8.69,49
8.71,46
8.74,45
8.76,48
8.79,46
8.81,50
8.84,51
8.86,47
8.89,50
8.91,47
8.94,47
8.96,49
8.99,46
9.01,49
9.04,49
9.07,45
9.09,48
9.12,46
9.14,46
9.17,50
9.19,47
9.22,50
9.24,50
9.27,47
9.29,49
9.32,46
9.34,45
9.37,49
9.39,45
9.42,50
9.45,50
9.47,47
9.5,50
9.52,47
9.55,45
9.57,49
9.6,46
9.62,46
9.65,50
9.67,47
9.7,50
9.72,47
9.75,46
9.77,49
9.8,45
9.83,49
9.85,50
9.88,47
9.9,50
9.93,47
9.95,47
9.98,50
10.0,46
10.03,49
10.05,49
10.08,45
10.1,49
10.13,47
10.15,47
10.18,51
10.21,48
10.23,49
10.26,50
10.28,46
10.31,49
10.33,49
10.36,45
10.38,50
10.41,46
10.43,47
10.46,50
10.48,47
10.51,49
10.53,50
10.56,45
10.59,49
10.61,46
10.64,46
10.66,50
10.69,47
10.71,50
10.74,50
10.76,47
10.79,50
10.81,48
10.84,46
10.86,49
10.89,45
10.91,49
10.94,49
10.96,46
10.99,50
11.02,47
11.04,47
11.07,50
11.09,47
11.12,50
11.14,50
11.17,45
11.19,49
11.22,45
11.24,46
11.27,50
11.29,47
11.32,50
11.34,51
11.37,47
11.4,50
11.42,47
11.45,47
11.47,49
11.5,47
11.52,49
11.55,49
11.57,46
11.6,49
11.62,46
11.65,47
11.67,49
11.7,47
11.72,50
11.75,50
11.78,47
11.8,50
11.83,47
11.85,46
11.88,50
11.9,45
11.93,49
11.95,49
11.98,46
12.0,49
12.03,46
12.05,47
12.08,50
12.1,47
12.13,50
12.16,50
12.18,48
12.21,50
12.23,46
12.26,47
12.28,50
12.31,47
12.33,50
12.36,50
12.38,48
12.41,50
12.43,47
12.46,47
12.48,50
12.51,47
12.54,50
12.56,50
12.59,46
12.61,50
12.64,46
12.66,46
12.69,49
12.71,46
12.74,49
12.76,49
12.79,47
12.81,49
12.84,46
12.86,45
12.89,49
12.91,46
12.94,49
12.97,49
12.99,46
13.02,50
13.04,46
13.07,47
13.09,50
13.12,48
13.14,51
13.17,50
13.19,46
13.22,50
13.24,47
13.27,46
13.29,49
13.32,45
13.35,49
13.37,49
13.4,45
13.42,49
13.45,46
13.47,47
13.5,50
13.52,47
13.55,50
13.57,50
13.6,47
13.62,50
13.65,47
13.67,47
13.7,50
13.73,47
13.75,46
13.78,50
13.8,47
13.83,50
13.85,47
13.88,46
13.9,50
13.93,47
13.95,50
13.98,50
14.0,47
14.03,50
14.05,47
14.08,47
14.11,50
14.13,47
14.16,50
14.18,50
14.21,47
14.23,50
14.26,47
14.28,47
14.31,50
14.33,47
14.36,47
14.38,50
14.41,47
14.43,50
14.46,50
14.49,47
14.51,50
14.54,47
14.56,47
14.59,50
14.61,46
14.64,50
14.66,50
14.69,46
14.71,50
14.74,45
14.76,46
14.79,49
14.81,45
14.84,49
14.86,49
14.89,45
14.92,49
14.94,45
14.97,45
14.99,49
15.02,46
15.04,49
15.07,50
15.09,47
15.12,50
15.14,47
15.17,46
15.19,50
15.22,47
15.24,50
15.27,50
15.3,47
15.32,50
15.35,47
15.37,47
15.4,50
15.42,47
15.45,50
15.47,50
15.5,47
15.52,50
15.55,46
15.57,46
15.6,49
15.62,46
15.65,48
15.68,49
15.7,46
15.73,49
15.75,46
15.78,47
15.8,50
15.83,48
15.85,50
15.88,50
15.9,47
15.93,50
15.95,47
15.98,46
16.0,50
16.03,46
16.06,49
16.08,48
16.11,45
16.13,47
16.16,47
16.18,47
16.21,49
16.23,49
16.26,49
16.28,50
16.31,50
16.33,51
16.36,48
16.38,49
16.41,47
16.44,47
16.46,48
16.49,47
16.51,46
16.54,47
16.56,47
16.59,47
16.61,47
16.64,47
16.66,47
16.69,47
16.71,47
16.74,47
16.76,47
16.79,48
16.81,47
16.84,47
16.87,48
16.89,47
16.92,49
16.94,48
16.97,47
16.99,50
17.02,49
17.04,49
17.07,49
17.09,50
17.12,48
17.14,48
17.17,46
17.19,47
17.22,48
17.25,47
17.27,46
17.3,47
17.32,46
17.35,46
17.37,47
17.4,47
17.42,47
17.45,48
17.47,48
17.5,49
17.52,49
17.55,48
17.57,49
17.6,49
17.63,49
17.65,50
17.68,49
17.7,50
17.73,50
17.75,48
17.78,49
17.8,50
17.83,48
17.85,48
17.88,47
17.9,48
17.93,49
17.95,48
17.98,49
18.01,49
18.03,48
18.06,49
18.08,49
18.11,48
18.13,48
18.16,48
18.18,49
18.21,48
18.23,48
18.26,48
18.28,48
18.31,48
18.33,48
18.36,47
18.39,48
18.41,49
18.44,49
18.46,48
18.49,49
18.51,49
18.54,43
18.56,45
18.59,45
18.61,47
18.64,47
18.66,48
18.69,49
18.71,50
18.74,50
18.76,49
18.79,50
18.82,50
18.84,50
18.87,50
18.89,50
18.92,49
18.94,50
18.97,49
18.99,49
19.02,50
19.04,49
19.07,49
19.09,49
19.12,49
19.14,49
19.17,49
19.2,49
19.22,49
19.25,49
19.27,48
19.3,50
19.32,49
19.35,50
19.37,51
19.4,52
19.42,51
19.45,52
19.47,53
19.5,51
19.52,52
19.55,50
19.58,51
19.6,52
19.63,50
19.65,50
19.68,48
19.7,49
19.73,50
19.75,48
19.78,50
19.8,50
19.83,49
19.85,51
19.88,50
19.9,51
19.93,51
19.96,51
19.98,51
20.01,50
20.03,50
20.06,50
20.08,49
20.11,49
20.13,49
20.16,48
20.18,50
20.21,50
20.23,50
20.26,51
20.28,50
20.31,51
20.34,51
20.36,50
20.39,50
20.41,50
20.44,50
20.46,50
20.49,49
20.51,50
20.54,50
20.56,49
20.59,50
20.61,50
20.64,52
20.66,51
20.69,51
20.71,52
20.74,52
20.77,53
20.79,51
20.82,51
20.84,52
20.87,51
20.89,51
20.92,51
20.94,51
20.97,51
20.99,49
21.02,50
21.04,49
21.07,50
21.09,50
21.12,51
21.15,50
21.17,49
21.2,49
21.22,49
21.25,49
21.27,49
21.3,49
21.32,49
21.35,49
21.37,49
21.4,49
21.42,49
21.45,49
21.47,50
21.5,49
21.53,48
21.55,49
21.58,49
21.6,50
21.63,50
21.65,49
21.68,45
21.7,45
21.73,46
21.75,46
21.78,46
21.8,47
21.83,47
21.85,49
21.88,49
21.91,48
21.93,47
21.96,48
21.98,45
22.01,45
22.03,46
22.06,44
22.08,44
22.11,45
22.13,45
22.16,44
22.28,42
22.37,46
22.45,44
22.54,50
22.62,47
22.71,47
22.79,47
22.87,49
22.96,49
23.04,47
23.13,50
24.04,50
24.1,50
24.12,50
24.15,49
24.17,48
24.2,49
24.22,50
24.25,49
24.27,48
24.3,50
24.33,49
24.35,48
24.38,49
24.4,49
24.43,49
24.45,49
24.48,48
24.5,48
24.53,47
24.55,47
24.58,48
24.6,48
24.63,48
24.65,48
24.68,50
24.71,50
24.73,49
24.76,49
24.78,49
24.81,48
24.83,48
24.86,49
24.88,49
24.91,49
24.93,50
24.96,48
24.98,50
25.01,50
25.03,51
25.06,48
25.09,49
25.11,48
25.14,49
25.16,49
25.19,48
25.21,49
25.24,48
25.26,47
25.29,47
25.31,48
25.34,48
25.36,49
25.39,49
25.41,49
25.44,50
25.47,49
25.49,49
25.52,50
25.54,49
25.57,49
25.59,49
25.62,49
25.64,48
25.67,48
25.69,48
25.72,48
25.74,48
25.77,48
25.79,47
25.82,50
25.85,50
25.87,50
25.9,50
25.92,50
25.95,51
25.97,48
26.0,50
26.02,49
26.05,50
26.07,48
26.1,49
26.12,48
26.15,47
26.17,48
26.2,48
26.22,48
26.25,47
26.28,49
26.3,49
26.33,49
26.35,50
26.38,50
26.4,50
26.43,49
26.45,49
26.48,49
26.5,49
26.53,48
26.55,48
26.58,47
26.6,48
26.63,48
26.66,49
26.68,49
26.71,49
26.73,50
26.76,50
26.78,50
26.81,50
26.83,49
26.86,50
26.88,49
26.91,50
26.93,49
26.96,50
26.98,50
27.01,50
27.04,49
27.06,47
27.09,48
27.11,47
27.14,48
27.16,49
27.19,49
27.21,49
27.24,49
27.26,49
27.29,47
27.31,48
27.34,48
27.36,50
27.39,50
27.42,50
27.44,49
27.47,48
27.49,48
27.52,48
27.54,49
27.57,50
27.59,49
27.62,49
27.64,48
27.67,47
27.69,50
27.72,50
27.74,51
27.77,50
27.8,49
27.82,50
27.94,49
28.03,50
28.11,47
28.19,47
28.28,50
28.36,49
28.45,49
28.53,50
28.61,50
28.7,49
28.78,48
29.05,48
29.1,50
29.13,51
29.15,50
29.18,48
29.21,50
29.23,50
29.26,50
29.28,51
29.31,51
29.33,50
29.36,51
29.38,48
29.41,47
29.43,47
29.46,48
29.48,47
29.51,47
29.53,49
29.56,49
29.59,49
29.61,49
29.64,48
29.66,47
29.69,47
29.71,48
29.74,48
29.76,48
29.79,48
29.81,48
29.84,48
29.86,48
29.89,47
29.91,49
29.94,49
29.96,49
29.99,49
30.02,49
30.04,48
30.07,48
30.09,49
30.12,49
30.14,49
30.17,50
30.19,49
30.22,49
30.24,50
30.27,49
30.29,50
30.32,49
30.34,49
30.37,48
30.4,47
30.42,48
30.45,47
30.47,47
30.5,47
30.52,48
30.55,48
30.57,49
30.6,49
30.62,48
30.65,48
30.67,47
30.7,47
30.72,47
30.75,48
30.78,48
30.8,49
30.83,49
30.85,49
30.88,48
30.9,48
30.93,48
30.95,48
30.98,48
31.0,49
31.03,48
31.05,49
31.08,48
31.1,49
31.13,48
31.25,47
31.33,50
31.42,47
31.5,50
31.59,49
31.67,47
31.76,47
31.84,50
31.92,48
32.01,47
32.09,50
32.98,48
33.04,49
33.06,50
33.09,49
33.11,49
33.14,49
33.16,49
33.19,48
33.21,48
33.24,48
33.27,49
33.29,48
33.32,47
33.34,47
33.37,48
33.39,47
33.42,47
33.44,48
33.47,47
33.49,47
33.52,48
33.54,48
33.57,47
33.59,49
33.62,48
33.64,48
33.67,49
33.7,49
33.72,48
33.75,49
33.77,49
33.8,50
33.82,49
33.85,50
33.87,49
33.9,50
33.92,50
33.95,49
33.97,49
34.0,49
34.02,49
0.02,49
0.07,49
0.1,49
0.13,52
0.25,49
0.34,50
0.42,49
0.5,47
0.59,49
0.67,49
0.76,48
0.84,49
0.93,52
1.01,48
1.09,49
2.6,48
2.66,48
2.69,47
2.71,48
2.74,48
2.76,47
2.79,48
2.81,48
2.84,47
2.86,48
2.89,47
2.91,48
2.94,48
2.97,47
2.99,48
3.02,49
3.04,49
3.07,48
3.09,49
3.12,50
3.14,50
3.17,50
3.19,49
3.22,50
3.24,51
3.27,48
3.29,48
3.32,47
3.35,47
3.37,48
3.4,48
3.42,47
3.45,48
3.47,47
3.5,48
3.52,48
3.55,47
3.57,48
3.6,48
